CO_PROCEDIMENTO,Descricao,ValorTUNEP,TP_PROCEDIMENTO
416010130,PROSTATOVESICULECTOMIA,"4.799,95",H
416010164,RESSECCAO DE TUMOR UROTELIAL MULTICENTRICO E SINCR,"4.651,40",H
416010172,RESSECCAO ENDOSCOPICA DE TUMOR VESICAL,"1.020,45",H
416010180,URETENOCISTONEOSTOMIA,"4.491,71",H
416010199,URETEROENTEROSTOMIA,"4.609,41",H
416020020,LINFADENECTOMIA PELVICA,"1.392,85",H
416030025,EXTIRPACAO DE GLANDULA SALIVAR,"983,15",H
416030033,EXCISAO DE TUMOR DE GLANDULA SUBLINGUAL,"983,15",H
416030041,EXCISAO DE TUMOR DE GLANDULA SUBMAXILAR,"983,15",H
416030068,GLOSSECTOMIA PARCIAL,"1.044,17",H
416030076,GLOSSECTOMIA TOTAL,"4.417,51",H
416030084,PARATIREOIDECTOMIA,"1.872,81",H
416030092,PAROTIDECTOMIA,"1.346,50",H
416040012,ANASTOMOSE BILEO DIGESTIVA,"2.285,05",H
416040020,COLEDOCOTOMIA COM OU SEM COLECISTECTOMIA,"1.651,14",H
416040039,ESOFAGECTOMIA,"4.746,86",H
416040047,ESOFAGOCOLOPLASTIA,"4.827,97",H
416040055,ESOFAGOGASTRECTOMIA,"4.781,86",H
416040071,GASTRECTOMIA TOTAL,"4.746,60",H
416040101,HEPATECTOMIA PARCIAL,"1.935,27",H
416040110,PANCREATECTOMIA PARCIAL,"4.517,99",H
416040128,PANCREATO DUODENECTOMIA,"4.942,21",H
416040144,RESSECCAO DE TUMOR RETROPERITONIAL COM RESSECCAO,"5.895,86",H
416050018,AMPUTACAO ABDOMINO PERINEAL DO RETO,"4.986,84",H
416050026,COLECTOMIA PARCIAL ( HEMICOLECTOMIA ),"1.944,94",H
416050034,COLECTOMIA TOTAL,"6.005,55",H
416050050,EXCISAO DE TUMOR RETAL PER ANUS,"741,83",H
416050077,RETOSSIGMOIDECTOMIA ABDOMINAL,"4.543,56",H
416060013,AMPUTACAO CONICA DE COLO DE UTERO COM COLPECTOMI,"1.378,09",H
416060021,OOFORECTOMIA UNI OU BILATERAL,"1.086,73",H
416060030,COLPECTOMIA,"1.010,76",H
416060056,HISTERECTOMIA COM RESSECCAO DE ORGAO(S) CONTIGUO(,"4.725,02",H
416060064,HISTERECTOMIA TOTAL AMPLIADA,"4.517,68",H
416060080,TRAQUELECTOMIA,"1.002,56",H
416060099,VULVECTOMIA AMPLIADA COM LINFADENECTOMIA,"4.656,70",H
416060102,VULVECTOMIA SIMPLES,"1.003,57",H
416080014,"EXCISAO E ENXERTO DE PELE( HEMANGIOMA, NEVUS OU TUM ","741,52",H
416080030,EXCISAO E SUTURA COM PLASTICA EM Z NA PELE,"525,39",H
416080081,RECONSTRUCAO COM RETALHO MIO CUTANEO (QUALQUER P,"3.658,34",H
416080090,RECONSTRUCAO POR MICROCIRURGIA (QUALQUER PARTE) E,"2.657,93",H
416090010,DESARTICULACAO DA ARTICULACAO COXO FEMORAL,"4.509,10",H
416090028,DESARTICULACAO DA ARTICULACAO ESCAPULO UMERAL,"1.378,09",H
416090036,HEMIPELVECTOMIA,"4.708,94",H
416090079,RESSECCAO DE TUMOR OSSEO DA PELVIS (ENDOPELVECTOM,"4.794,27",H
416090109,RESSECCAO DE TUMORES OSSEOS COM SUBSTITUICAO (END,"4.482,17",H
416110010,LOBECTOMIA PULMONAR,"2.335,32",H
416110029,PNEUMOMECTOMIA,"4.519,01",H
416110037,TORACECTOMIA COM RESSECCAO DE ESTRUTURAS INTRA T,"3.194,01",H
416110045,TORACECTOMIA COM RECONSTRUCAO PARIETAL POR PROTE,"4.744,43",H
416110053,TORACOTOMIA EXPLORADORA,"1.645,47",H
416120024,MASTECTOMIA RADICAL COM LINFADENECTOMIA,"2.472,97",H
416120032,MASTECTOMIA SIMPLES,"1.102,55",H
416120040,RESSECCAO DE LESAO DE MAMA,"741,83",H
417010010,ANALGESIA OBSTETRICA REALIZADA POR ANESTESIA II,"66,50",H
417010028,ANALGESIA OBSTETRICA REALIZADA POR ANESTESIA I,"52,50",H
417010036,ANALGESIA OBSTETRICA REALIZADA POR ANESTESISTA III,"105,00",H
417010044,ANESTESIA PARA PROCEDIMENTOS EM QUEIMADOS,"60,00",H
417010052,ANESTESIA PARA PROCEDIMENTOS EM QUEIMADOS,"60,00",H
417010060,ANESTESISTA,"0,00",H
418010056,ACESSO PARA HEMODIALISE COM IMPLANTE DE CATETER DE,"156,09",H
418010072,INSTALACAO DE CATETER DE TENCKHOFF OU SIMILAR DE LO,"196,95",H
501010017,LARINGOFISSURA PARA COLOCACAO DE MOLDE NOS TRAUM,"1.429,63",A
501060014,REALIZACAO DE ANGIOGRAFIA CEREBRAL ( VASOS) EM POS,"4,00",H
501060022,CINTILOGRAFIA RADIOISOTOPICA CEREBRAL,"166,25",H
501060030,REALIZACAO DE ECO DOPLER COLORIDO CEREBRAL EM POS,"279,00",H
501060049,REALIZACAO DE EEG EM POSSIVEL DOADOR DE ORGAOS (DE,"60,00",H
501070036,REALIZACAO DE TIPAGEM SANGUINEA - ABO E OUTROS EXAM,"26,25",H
501080015,EXTIRPACAO E SUPRESSAO DE LESAO DA PELE E DO TECIDO,"235,94",A
501080015,BIOPSIA EM PACIENTE TRASNPLANTADO,"61,25",H
501080023,CD/CD EM PACIENTE TRANSPLANTADO,"4,00",H
501080031,DOSAGEM DE CICLOSPORINA,"117,04",H
501080040,DOSAGEM DE SIROLIMUS,"52,33",H
501080058,DOSAGEM DO TACROLIMUS,"52,33",H
501080066,HOMOENXERTIA ATO CIRURGICO PRE E POS OPERATORIOS,"566,97",A
501080066,RADIOLOGIA EM PACIENTE TRANSPLANTADO,"43,75",H
501080074,MODULO MICROBIOLOGICO EM PACIENTE TRANSPLANTADO,"26,25",H
501080082,MODULO SOROLOGICO EM PACIENTE TRANSPLANTADO,"35,00",H
501080090,"EXCISAO E ENXERTO DE PELE( HEMANGIOMA, NEVUS OU TUM ","499,77",A
501080090,ECOGRAFIA,"21,00",H
502010010,AVALIACAO DE MORTE ENCEFALICA EM POSSIVEL DOADOR D,"357,91",H
502010029,AVALIACAO DE MORTE ENCEFALICA EM POSSIVEL DOADOR D,"532,51",H
503010014,BUSCA ATIVA DE DOADOR DE ORGAO,"0,00",H
503010022,CIRURGIA PARA RETIRADA DE CORACAO PARA TRANSPLANT,"0,00",H
503020010,HEPATECTOMIA PARCIAL PARA TRANSPLANTE - DOADOR VIV,"9.599,20",H
503020028,NEFROURETETECTOMIA UNILATERAL PARA TRANSPLANTE,"3.716,30",H
503030015,TAXA DE SALA CIRURGICA E MATERIAIS PARA RETIRADA DE O,"437,50",H
503030023,RETIRADA DE CORACAO PARA TRANSPLANTE (PRIMEIRO CIR,"450,00",H
503030040,RETIRADA DE FIGADO PARA TRANSPLANTE (PRIMEIRO CIRUR,"900,00",H
503030058,ENUCLEACAO UNILATERAL OU BILATERAL,"150,00",H
503030066,RETIRADA DE PANCREAS PARA TRANSPLANTE ( PRIMEIRO CI,"900,00",H
503030074,RETIRADA DE PULMOES PARA TRASNPLANTE (PRIMEIRO CIRU,"900,00",H
503030082,RETIRADA UNILATERAL/BILATERAL DE RIM PARA TRANSPLAN,"450,00",H
503040010,COORDENADOR DE SALA CIRURGICA EM RETIRADA DE ORGA,"200,00",H
503040045,DIARIA DE UTI DE POSSIVEL DOADOR DE ORGAOS - MENOR D,"812,10",H
503040053,LOCALIZACAO E ABORDAGEM DE POSSIVEL DOADOR DE ORG,"349,98",H
504010018,CONTAGEM ENDOTELIAL CORNEANA,"60,00",H
504010026,PROCESSAMENTO DE CORNEA / ESCLERA PARA TRANSPLAN,"0,00",H
504010034,SEPARACAO E AVALIACAO BIOMICROSCOPICA DA CORNEA / E,"340,00",H
504020013,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO,"290,00",H
504020021,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO,"1.550,00",H
504020030,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO,"2.210,00",H
504020048,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO,"590,00",H
504020056,PROCESSAMENTO DE TECIDO MUSCULOESQUELETICO,"1.140,00",H
504030027,PROCESSAMENTO DE VALVA CARDIACA HUMANA (),"1,00",H
505010011,TRANSPLANTE DE MEDULA OSSEA - ALOGENICO APARENTAD,"57.830,81",H
505010020,TRANSPLANTE DE MEDULA OSSEA - ALOGENICO NAO APAREN,"75.370,79",H
505010038,TRANSPLANTE DE CELULAS PROGENITORAS DE MEDULA OSS,"61.445,23",H
505010046,TRANSPLANTE DE CELULAS PROGENITORAS DE MEDULA OSS,"75.370,79",H
505010054,TRANSPLANTE DE CELULAS PROGENITORAS DE MEDULA OSS,"61.730,81",H
505010062,TRANSPLANTE DE CELULAS PROGENITORAS DE MEDULA OSS,"75.370,79",H
505010070,TRANSPLANTE DE MEDULA OSSEA - AUTOGENICO,"29.859,41",H
505010089,TRANSPLANTE DE CELULAS PROGENITORAS DE MEDULA OSS,"18.216,71",H
505010097,TRANSPLANTE DE CORNEA,"1.062,66",H
505010127,TRANSPLANTE DE ESCLERA,"922,04",H
505020041,RETRANSPLANTE DE CORACAO,"22.369,57",H
505020050,TRANSPLANTE DE FIGADO,"52.196,01",H
505020068,TRANSPLANTE DE FIGADO RECEPTOR - DOADOR VIVO,"68.474,20",H
505020076,TRANSPLANTE DE PANCREAS APOS RIM,"14.912,88",H
505020084,TRANSPLANTE DE PULMAO,"37.282,82",H
505020092,TRANSPLANTE RENAL RECEPTOR - DOADOR CADAVER,"19.272,75",H
505020106,TRANSPLANTE RENAL RECEPTOR (DOADOR VIVO),"14.828,17",H
506020010,HOSPITAL-DIA - INTERCORRENCIA APOS TRANSPLANTE DE M,"236,25",H
506020029,HOSPITAL-DIA - INTERCORRENCIA APOS TRANSPLANTE DE M,"236,25",H
506020037,HOSPITAL-DIA - INTERCORRENCIA APOS TRANSPLANTE DE M,"236,25",H
506020045,INTERCORRENCIA POS TRANSPLANTE DE RIM,"236,25",H
603010016,METILPREDNISOLONA  MG - FRASCO - AMPOLA,"500,00",H
603020011,CICLOSPORINA  MG - CAPLSULAS (BLISTER COM ),"50,00",H
603020020,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"100,00",H
603020038,CICLOSPORINA SOLUCAO ORAL,"494,55",H
603020046,CICLOSPORINA  MG - CAPSULAS (BLISTER COM ),"25,00",H
603020054,CICLOSPORINA INJETAVEL,"19,16",H
603020097,"GLOBULINA ANTITIMOCITARIA, OBTIDA/COELHOS: ML/MG ","5,00",H
603030017,VACINA ANTI-RH,"84,80",H
603030033,IMUNOGLOBINA HUMANA ENDOVENOSA  G,"1,00",H
603040012,ADMINISTRACAO DE INIBIDOR DE LACTACAO EM PUERPERAS,"47,62",H
603050018,ABCIXIMAB,"873,00",H
603050026,CLORIDRATO DE TIROFIBAN - QTD,"1,00",H
603050034,ESTREPTOQUINASE  UI,"250.000,00",H
603060013,SURFACTANTE FR/AMP,"826,86",H
603070019,ALBUMINA HUMANA % FR/AMP C/ ML,"20,00",H
603080014,"BASILIXIMAB, MG-AMPOLA/MES ","20,00",H
603080022,"CICLOSPORINA, MG CAPSULA/DIA ","10,00",H
603080030,CICLOSPORINA MG,"100,00",H
603080049,CICLOSPORINA MG,"25,00",H
603080057,CICLOSPORINA MG,"50,00",H
603080065,DACLIZUMAB - APRESENTACAO AMPOLA  MG,"25,00",H
603080081,IMUNOGLOBULINA HIPERIMUNE ANTI-HBS APRESENTACAO F,"1.050,00",H
603080103,GLOBULINA ANTITIMOCITARIA OBTIDA/COELHOS ML/MG,"5,00",H
603080120,METILPREDNISOLONA MG INJ.,"500,00",H
603080138,MICOFENOLATO MOFETIL  MG - COMPRIMIDOS,"500,00",H
603080146,MICOFENOLATO SODICO  MG - COMPRIMIDOS,"360,00",H
603080162,SIROLIMUS MG - DRAGEAS,"1,00",H
603080170,SIROLIMUS  MG/ML - SOLUCAO ORAL,"1,00",H
603080189,SIROLIMUS  MG - DRAGEAS,"2,00",H
603080197,TACROLIMUS MG/ML AMP/MES,"0,50",H
603080200,TACROLIMUS MG - CAPSULA/MES,"1,00",H
603080219,"TACROLIMUS,MG - CAPSULA/MES ","5,00",H
603080227,MICOFENOLATO SODICO  MG - COMPRIMIDOS,"180,00",H
701030011,REDUCAO INCRUENTA DA FRATURA DO FEMUR,"446,85",A
701030038,RESSECCAO DA ESCAPULA,"1.986,55",A
701030046,TRATAMENTO CIRURGICO DE ESCORREGAMENTO EPIFISARIO,"684,08",A
701030062,ARTROPLASTIA DO COTOVELO DE RESSECCAO COM OU SEM,"472,15",A
701030089,REPARO LIGAMENTAR AO NIVEL DO CARPO( DA RADIO-ULNAR,"387,07",A
701030097,ABERTURA DE POLIA SINOVIAL DE BAINHA TENDINOSA,"423,13",A
701030119,RECONSTRUCAO OSTEOPLASTICA DO QUADRIL,"2.969,77",A
701030135,"TRATAMENTO CONSERVADOR DA FRATURA DA COLUNA, SEM ","902,50",A
701030160,EPIFISIODESE DO TROCANTER MAIOR DO FEMUR,"1.200,49",A
701030178,ARTROPLASTIA TOTAL PRIMARIA DO JOELHO,"1.885,95",A
701030186,OSTEOTOMIA DE CLAVICULA OU DA ESCAPULA,"497,47",A
701030194,REDUCAO INCRUENTA DO DESLOCAMENTO EPIFISARIO PROX,"290,48",A
701030216,ARTROPLASTIA DO COTOVELO PARCIAL (CABECA DO RADIO),"494,66",A
701030224,REDUCAO INCRUENTA DAS FRATURAS DO CUBITO,"202,04",A
701030232,CIRURGIA DE CENTRALIZACAO DO PUNHO,"431,25",A
701030240,TRATAMENTO CIRURGICO DA LUXACAO E FRATURA-LUXACAO,"423,13",A
702010014,BALAO DESTACAVEL (),"1,00",H
702010030,CATETER ATRIAL/PERITONEAL,"140,65",H
702010049,CATETER GUIA F (),"6,00",H
702010057,CATETER VENTRICULAR COM RESERVATORIO,"98,87",H
702010065,CATETER VENTRICULAR ISOLADO,"48,60",H
702010081,"CONECTOR EM ""Y""ou RETO ","78,43",H
702010090,CONJUNTO DE CATETER DE DRENAGEM EXTERNA E MPIC,"525,02",H
702010111,CONJUNTO PARA HIDROCEFALIA PARAE BAIXO PERFIL,"845,80",H
702010120,CONJUNTO PARA HIDROCEFALIA STANDARD,"613,65",H
702010138,ESPIRAIS DE PLATINA DESCARTAVEIS (),"1,00",H
702010162,INTRODUTOR F (),"6,00",H
702010170,MICRO CATETER FLUXO DEPENDENTE (),"1,00",H
702010189,MICRO CATETER PARA BALAO (),"1,00",H
702010200,SHUNT LOMBO-PERITONAL,"567,70",H
702010219,VALVULA PARA HIDROCEFALIA,"303,53",H
702030023,ANCORA,"160,00",H
702030031,ARRUELA DENTEADA,"35,00",H
702030040,ARRUELA LISA,"6,00",H
702030058,ARRUELAS; DE TITANIO PARA CIRURGIA DA COLUNA (),"1,00",H
702030066,BARRA SACRAL,"70,00",H
702030074,CENTRALIZADOR PARA COMPONENTE FEMORAL CIMENTADO,"100,00",H
702030082,CIMENTO COM ANTIBIOTICO (),"1,00",H
702030090,COMPONENTE ACETABULAR DE POLIETILENO CIMENTADO PR,"192,00",H
702030104,COMPONENTE ACETABULAR METALICO DE FIXACAO BIOLOGI,"705,00",H
702030112,COMPONENTE CEFALICO (),"1,00",H
702030120,COMPONENTE CEFALICO/POLIETILENO/METAL PARA HEMIART,"379,00",H
702030139,COMPONENTE CEFALICO PARA ARTROPLASTIA TOTAL DO QU,"392,00",H
702030147,COMPONENTE DE AUMENTO TIBIAL PARA REVISAO DE PROTE,"375,00",H
702030155,COMPONENTE DE AUMENTO FEMORAL PARA REVISAO DE PR,"1.920,00",H
702030163,COMPONENTE FEMORAL CIMENTADO MODULAR PRIMARIO (,"1,00",H
702030171,COMPONENTE FEMORAL CIMENTADO MONOBLOCO TIPO CHA,"794,00",H
702030180,COMPONENTE FEMORAL DE REVISAO CIMENTADO OU FIXACA,"1.591,00",H
702030198,COMPONENTE FEMORAL MODULAR DE REVISAO CIMENTADA,"2.125,00",H
702030201,COMPONENTE FEMORAL MODULAR DE REVISAO NAO CIMENT,"1.930,00",H
702030210,COMPONENTE FEMORAL NAO CIMENTADO MODULAR PRIMAR,"1.213,00",H
702030228,COMPONENTE FEMORAL PRIMARIO CIMENTADO/ FIXACAO BIO,"1.350,00",H
702030236,COMPONENTE GLENOIDAL (),"1,00",H
702030244,COMPONENTE PATELAR CIMENTADO OU FIXACAO BIOLOGICA,"120,00",H
702030252,COMPONENTE TIBIAL DE REVISAO POLIETILENO (),"1,00",H
702030260,COMPONENTE TIBIAL REVISAO METALICO CIMENTADO OU FIX,"1.191,00",H
702030279,COMPONENTE TIBIAL PRIMARIO POLIETILENO (),"1,00",H
702030287,COMPONENTE TIBIAL PRIMARIO METALICO CIMENTADO OU FI,"690,00",H
702030295,COMPONENTE UMERAL CIMENTADO OU FIXACAO BIOLOGICA,"618,00",H
702030309,COMPONENTE UMERAL CIMENTADO OU FIXACAO BIOLOGICA,"786,00",H
702030317,DISPOSITIVO ANTI-PROTRUSAO COM ORIFICIOS PARA PARAF,"1.650,00",H
702030325,FIO OLIVADO PARA FIXADOR EXTERNO (),"1,00",H
702030333,FIO TIPO STEINMAN ROSQUEADO,"12,00",H
702030341,FITA PARA RECONSTRUCAO LIGAMENTAR (),"1,00",H
702030350,FIXADOR EXTERNO C/SISTEMA DE ALONGAMENTO MONOFOC,"820,00",H
702030368,FIXADOR EXTERNO C/SISTEMA CORRECAO ANGULAR E/OU R,"1.050,00",H
702030376,FIXADOR EXTERNO C/SISTEMA DE PEQUENOS FRAGMENTOS,"1.050,00",H
702030384,FIXADOR EXTERNO CIRCULAR OU SEMI-CIRCULAR (),"1,00",H
702030392,FIXADOR EXTERNO HIBRIDO (),"1,00",H
702030406,FIXADOR EXTERNO LINEAR,"450,00",H
702030414,FIXADOR EXTERNO PARA PUNHO,"390,00",H
702030422,FIXADOR EXT. TIPO PLATAFORMA / SIST. DE ALONGAMENTO O,"820,00",H
702030430,FIXADOR PELVICO (),"1,00",H
702030449,GRAMPO,"19,00",H
702030457,HALO CRANIANO,"650,00",H
702030465,HASTE DE ENDER,"60,00",H
702030473,HASTE DE RUSH,"41,00",H
702030481,HASTE FEMORAL CURTA COM BLOQUEIO CEFALICO inclui PAR,"756,50",H
702030490,HASTE FEMORAL LONGA COM BLOQUEIO CEFALICO inclui PAR,"799,00",H
702030503,HASTE FEMORAL PARA REVISAO DE PROTESE TOTAL DO JOE,"1.420,00",H
702030511,HASTE INTRAMEDULAR BLOQUEADA DE FEMUR inclui PARAFU,"816,00",H
702030520,HASTE INTRAMEDULAR BLOQUEADA DE TIBIA inclui PARAFUS,"790,50",H
702030538,HASTE INTRAMEDULAR BLOQUEADA DE eMERO inclui PARAFU,"816,00",H
702030546,HASTE INTRAMEDULAR FLEXIVEL PARA USO INFANTIL,"130,00",H
702030554,HASTE INTRAMEDULAR NAO BLOQUEADA,"110,50",H
702030562,HASTE INTRAMEDULAR RETROGRADA INCLUINDO OS PARAFU,"790,50",H
702030570,HASTE INTRAMEDULAR TIBIO-TARSICA (),"1,00",H
702030589,HASTE TIBIAL PARA REVISAO DE PROTESE TOTAL DO JOELHO,"590,00",H
702030597,COMPONENTE ACETABULAR DE POLIETILENO PARA COMPON,"235,00",H
702030600,MINI FIXADOR EXTERNO,"270,00",H
702030619,MINI PARAFUSO DE AUTO COMPRESSAO,"120,00",H
702030627,PARAFUSO CANULADO mm,"3,50",H
702030635,PARAFUSO CANULADO mm,"4,50",H
702030643,PARAFUSO CANULADO mm,"7,00",H
702030651,PARAFUSO CANULADO MINI,"200,00",H
702030660,PARAFUSO CORTICAL mm,"1,50",H
702030678,PARAFUSO CORTICAL mm,"2,00",H
702030686,PARAFUSO CORTICAL mm,"2,70",H
702030694,PARAFUSO CORTICAL mm,"3,50",H
702030708,PARAFUSO CORTICAL mm,"4,50",H
702030716,PARAFUSO DE INTERFERENCIA DE TITANIO,"378,00",H
702030724,PARAFUSO ESPONJOSO mm,"4,00",H
702030732,PARAFUSO ESPONJOSO mm,"6,50",H
702030740,PARAFUSO MALEOLAR,"17,00",H
702030759,PARAFUSO DE INTERFERENCIA METALICO,"120,00",H
702030767,PARAFUSO PARA COMPONENTE ACETABULAR (),"1,00",H
702030783,PARAFUSOS CANULADO AUTO-ROSCANTE PARA FIXACAO DE,"620,00",H
702030791,PINO DE KNOWLES,"40,00",H
702030805,PINO DE SHANTZ,"22,00",H
702030813,PLACA/PARAFUSO DESLIZANTE DE  ou  GRAUS,"135,00",H
702030821,PLACA/PARAFUSO DESLIZANTE DE  GRAUS (INCLUI PARAFU,"95,00",H
702030830,PLACA / TUBULAR mm inclui PARAFUSOS,"1,00",H
702030848,PLACA / TUBULAR  mm inclui PARAFUSOS,"1,00",H
702030856,PLACA ANGULADA  mm inclui PARAFUSOS,"4,50",H
702030864,PLACA CALCO (INCLUI PARAFUSOS),"240,00",H
702030872,PLACA COBRA  mm inclui PARAFUSOS,"4,50",H
702030880,PLACA CONDILEA  mm inclui PARAFUSOS,"4,50",H
702030899,PLACA DE COMPRESSAO DINAMICA mm inclui PARAFUSOS,"3,50",H
702030902,PLACA DE COMPRESSAO DINAMICA  mm ESTREITA inclui P,"4,50",H
702030910,PLACA DE COMPRESSAO DINAMICA  mm LARGA inclui PAR,"4,50",H
702030929,PLACA DE RECONSTRUCAO DE BACIA mm inclui PARAFUSO,"3,50",H
702030937,PLACA DE RECONSTRUCAO DE BACIA  mm inclui PARAFUS,"4,50",H
702030945,PLACA DE SUPORTE DE PLATEAU TIBIAL  mm inclui PARAFU,"4,50",H
702030953,PLACA EM L mm inclui PARAFUSOS,"2,70",H
702030961,PLACA EM L mm inclui PARAFUSOS,"3,50",H
702030970,PLACA EM L  mm inclui PARAFUSOS,"4,50",H
702030988,PLACA EM T mm inclui PARAFUSOS,"2,70",H
702030996,PLACA EM T mm inclui PARAFUSOS,"3,50",H
702031003,PLACA EM T  mm inclui PARAFUSOS,"4,50",H
702031011,PLACA EM TREVO mm inclui PARAFUSOS,"3,50",H
702031020,PLACA EM TREVO  mm inclui PARAFUSOS,"4,50",H
702031038,PLACA OCCIPUTO-CERVICAL (),"1,00",H
702031046,PLACA PARA CALCANEO,"270,00",H
702031054,PLACA PONTE  MM (INCLUI PARAFUSOS),"3,50",H
702031062,PLACA PONTE  mm,"4,50",H
702031070,PLACA SEMITUBULAR mm inclui PARAFUSOS,"2,70",H
702031089,PLACA SEMITUBULAR mm inclui PARAFUSOS,"3,50",H
702031097,PLACA SEMITUBULAR  mm inclui PARAFUSOS,"4,50",H
702031100,PLACAS TORACO-LOMBO-SACRAL ASSOCIADAS A PARAFUSO,"2.070,00",H
702031127,PROTESE DE CABECA DE RADIO (),"1,00",H
702031135,PROTESE INTERFALANGEANA (),"1,00",H
702031143,PROTESE METACARPO-FALANGEANA (),"1,00",H
702031151,PROTESE NAO CONVENCIONAL ARTICULADA MEMBRO INFER,"2.608,00",H
702031160,PROTESE NAO CONVENCIONAL ARTICULADA MEMBRO SUPER,"2.240,00",H
702031178,PROTESE NAO CONVENCIONAL ARTICULADA MEMBRO INFER,"2.280,00",H
702031186,PROTESE NAO CONVENCIONAL ARTICULADA MEMBRO SUPER,"1.440,00",H
702031194,PROTESE NAO CONVENCIONAL BI-ARTICULADA TOTAL (),"1,00",H
702031208,PROTESE NAO CONVENCIONAL DIAFISARIA (),"1,00",H
702031216,PROTESE NAO CONVENCIONAL EXTENSIVEL,"3.600,00",H
702031224,PROTESE PARCIAL DE QUADRIL CIMENTADA MONOBLOCO TIP,"414,00",H
702031232,PROTESE TENDINOSA DE SILICONE (),"1,00",H
702031240,PROTESE TOTAL DE COTOVELO (componente umeral cimentado,"850,00",H
702031259,RESTRITOR DE CIMENTO FEMORAL (),"1,00",H
702031267,SISTEMA DE FIXACAO OCCIPUTO-CERVICAL ASSOCIADO A PA,"1.345,00",H
702031275,SISTEMA DE GUIAS E INJECAO DE MATERIAL PROPRIO VERTE,"445,00",H
702031283,TELA DE RECONSTRUCAO ACETABULAR (),"1,00",H
702031291,TELA DE RECONSTRUCAO FEMORAL (),"1,00",H
702040010,AGULHA P/PUNCAO TRANSEPTAL,"324,51",H
702040029,ANEL PARA ANELOPLASTIA VALVULAR (),"1,00",H
702040037,BAINHA P/PUNCAO TRANSEPTAL,"324,51",H
702040045,CARDIODESFIBRILADOR COM MARCAPASSO MULTI-SITIO,"56.024,98",H
702040053,CARDIOVERSOR DESFIBRILADOR - GERADOR (),"1,00",H
702040061,CARDIOVERSOR DESFIBRILADOR IMPLANTAVEL (),"1,00",H
702040070,CATETER BALAO PARA ANGIOPLASTIA PERIFERICA (),"1,00",H
702040088,CATETER BALAO P/ ANGIOPLASTIA TRANSLUMINAL PERCUTA,"500,00",H
702040096,CATETER BALAO PARA SEPTOSTOMIA (),"1,00",H
702040100,CATETER BALAO PARA VALVOPLASTIA (),"1,00",H
702040118,CATETER DE ACESSO CENTRAL POR INSERCAO PERIFERICA,"198,00",H
702040126,CATETER DE TROMBECTOMIA MECANICA PERCUTANEA,"195,45",H
702040134,CATETER GUIA P/ ANGIOPLASTIA TRANSLUMINAL PERCUTANE,"195,45",H
702040142,"CATETER MULTIPOLAR(QUADRI, DECA, DUODECAPOLAR,ETC ","1.410,37",H
702040150,CATETER DUPLO LUMEN VENOSO CENTRAL,"97,48",H
702040169,COILS EMBOLIZANTE,"706,00",H
702040177,CONJUNTO DE ACESSO HEPATICO TRANSJUGULAR,"4.300,00",H
702040185,CONJUNTO DO SEIO CORONARIO,"5.382,32",H
702040193,CONJUNTO PARA CIRCULACAO EXTRACORPOREA ADULTO,"1.581,63",H
702040207,CONJUNTO PARA CIRCULACAO EXTRACORPOREA NEONATAL,"1.881,63",H
702040215,CONJUNTO PARA CIRCULACAO EXTRACORPOREA PEDIATRIC,"1.731,63",H
702040223,CONJUNTO PARA VALVOPLASTIA MITRAL PERCUTANEA,"4.550,00",H
702040231,ELETRODO DO CARDIODESFRIBILADOR,"7.074,27",H
702040240,ELETRODO ENDOCARDICO DEFINITIVO (),"1,00",H
702040258,ELETRODO EPICARDICO DEFINITIVO (),"1,00",H
702040266,ELETRODO PARA MARCAPASSO TEMPORARIO ENDOCARDICO,"221,78",H
702040274,ELETRODO PARA MARCAPASSO TEMPORARIO EPICARDICO,"28,89",H
702040282,ENDOPROTESE AORTICA BIFURCADA,"14.000,00",H
702040290,ENDOPROTESE AORTICA TUBULAR OU CONICA,"10.200,00",H
702040304,ENDOPROTESE TORACICA RETA,"14.000,00",H
702040312,ENXERTO ARTERIAL INORGANICO VALVADO (CONDUTO VALV,"4.012,40",H
702040320,ENXERTO ARTERIAL TUBULAR BIFURCADO INORGANICO COM,"609,57",H
702040339,ENXERTO ARTERIAL TUBULAR INORGANICO COM COLAGENO,"420,90",H
702040347,ENXERTO ARTERIAL TUBULAR ORGANICO,"327,46",H
702040355,ENXERTO ARTERIAL TUBULAR VALVADO ORGANICO,"1.313,96",H
702040363,ENXERTO TUBULAR DE PTFE COM  CM,"20,00",H
702040371,ENXERTO TUBULAR DE PTFE ( CM ),"70,00",H
702040380,GUIA DE TROCA,"195,45",H
702040398,GUIA E FILTRO PARA VEIA CAVA (),"1,00",H
702040401,INTRODUTOR DE PUNCAO P/IMP. DE ELETRODO ENDOCARDIC,"126,89",H
702040410,MARCAPASSO CARDIACO MULTIPROGRAMAVEL DE CAMARA,"5.225,25",H
702040428,MARCAPASSO CARDIACO MULTIPROGRAMAVEL DE CAMARA e,"4.324,34",H
702040436,MARCAPASSO MUTI-SITIO (),"1,00",H
702040444,PATCH INORGANICO (CM),"20,00",H
702040452,PATCH INORGANICO (CM),"50,00",H
